#mip results dif_1_2_2
#chip channel mpv empv widthmpv chi2ndf nentries
0 0 0 0 0 0 0
0 1 0 0 0 0 0
0 2 0 0 0 0 0
0 3 0 0 0 0 0
0 4 0 0 0 0 0
0 5 0 0 0 0 0
0 6 0 0 0 0 0
0 7 0 0 0 0 0
0 8 0 0 0 0 0
0 9 0 0 0 0 0
0 10 0 0 0 0 0
0 11 0 0 0 0 0
0 12 0 0 0 0 0
0 13 0 0 0 0 0
0 14 0 0 0 0 0
0 15 0 0 0 0 0
0 16 0 0 0 0 0
0 17 0 0 0 0 0
0 18 0 0 0 0 0
0 19 0 0 0 0 0
0 20 67.1258 1.53487 9.95392 1.21989 427
0 21 0 0 0 0 0
0 22 0 0 0 0 0
0 23 61.8277 0.808731 6.40653 0.776987 498
0 24 0 0 0 0 0
0 25 58.5207 2.94944 2.50957 1.05213 530
0 26 0 0 0 0 0
0 27 52.8132 0.965319 6.35341 0.946821 411
0 28 53.7597 2.37163 7.14727 0.783493 354
0 29 65.5832 0.697574 5.89301 0.811866 592
0 30 61.1295 1.24213 7.54623 0.968486 377
0 31 59.2851 2.44944 9.44793 0.702362 351
0 32 61.8002 1.15032 7.11949 0.787737 357
0 33 65.346 0.977579 5.42819 0.683776 355
0 34 41.4697 0.592612 4.24239 1.1079 674
0 35 63.7379 3.24293 13.1115 0.896387 356
0 36 64.8141 0.982187 6.35426 0.790074 394
0 37 0 0 0 0 0
0 38 64.6874 1.40636 7.35367 0.917685 372
0 39 0 0 0 0 0
0 40 63.7766 0.890146 6.38664 0.759092 445
0 41 62.9523 1.06279 6.63108 0.801734 400
0 42 64.2188 1.14812 7.89328 0.861014 475
0 43 63.197 1.03086 8.0128 0.785224 544
0 44 62.2525 2.06802 9.91151 0.869081 375
0 45 63.2663 1.7237 9.46226 0.899098 382
0 46 59.2978 0.816478 7.06019 0.793696 611
0 47 68.4179 1.72228 9.53332 0.953593 401
0 48 64.6774 1.11023 7.44952 0.829331 406
0 49 64.1071 1.07074 8.12972 0.692242 479
0 50 66.1418 1.67295 8.93034 0.911002 364
0 51 64.4795 0.770885 6.83192 0.780842 613
0 52 62.7207 0.734312 5.25361 0.865354 539
0 53 69.9576 1.85468 10.5916 0.907077 396
0 54 61.835 1.2677 8.26792 0.706679 418
0 55 63.1382 0.868981 7.17066 0.894558 559
0 56 68.3988 1.48282 9.61086 0.898119 472
0 57 65.5683 0.829523 4.85814 1.15006 475
0 58 63.8011 1.22895 8.30809 0.841063 432
0 59 62.9757 0.90469 6.71713 0.801027 594
0 60 62.9898 1.23906 8.17925 0.777685 430
0 61 60.1826 0.590958 5.51194 0.937028 853
0 62 62.4138 0.685009 6.41845 1.00835 754
0 63 57.112 0.840151 5.74156 1.24502 512
1 0 65.4659 0.583976 6.5361 1.15171 878
1 1 64.6798 0.600404 6.50943 1.07534 891
1 2 63.4436 0.596169 6.09948 1.13016 857
1 3 64.4279 0.603104 5.10875 0.962976 1092
1 4 67.146 0.69807 7.33934 0.797351 788
1 5 67.3207 0.619077 6.53718 0.988716 825
1 6 65.1681 0.580693 7.19553 1.05336 1048
1 7 64.3526 0.540863 6.81455 1.0165 1126
1 8 63.8827 0.625282 5.64325 0.982346 783
1 9 63.4188 0.520248 5.80326 1.66735 1089
1 10 64.7372 0.583908 7.65641 0.969794 1137
