#mip results dif_1_1_1
#chip channel mpv empv widthmpv chi2ndf nentries
0 0 0 0 0 0 0
0 1 0 0 0 0 0
0 2 0 0 0 0 0
0 3 0 0 0 0 0
0 4 37.3921 3.93469 13.5101 0.727683 156
0 5 1.67747e-06 28.8806 24.8481 1.57758 207
0 6 0 0 0 0 0
0 7 0 0 0 0 0
0 8 9.2452e-07 296.389 3.99169 0.634178 163
0 9 0 0 0 0 0
0 10 0 0 0 0 0
0 11 28.7001 0.829232 4.80843 1.00474 300
0 12 33.3993 2.97369 7.91939 0.735789 108
0 13 0 0 0 0 0
0 14 35.2632 2.8167 7.32629 1.19653 173
0 15 37.3669 5.25315 13.7877 0.887725 167
0 16 0 0 0 0 0
0 17 4.92111e-07 257.661 30.157 1.43195 241
0 18 35.9413 1.95976 6.42142 0.960782 148
0 19 0 0 0 0 0
0 20 0.000242659 215.459 5.43867 1.08458 214
0 21 0 0 0 0 0
0 22 0 0 0 0 0
0 23 54.0777 39.1788 100 2.95328 489
0 24 36.1182 4.18835 9.65572 0.716145 145
0 25 0 0 0 0 0
0 26 32.2922 20.3967 22.5164 0.575796 123
0 27 33.3204 1.15935 5.67535 1.02387 214
0 28 39.9531 0.086482 0.197655 1.29782 190
0 29 59.6861 1.12342 6.9007 1.24863 534
0 30 36.5403 2.73397 9.90162 0.599128 149
0 31 0 0 0 0 0
0 32 39.1598 19.2148 9.62531 0.769077 152
0 33 57.2652 1.79655 9.77201 0.672069 321
0 34 2.07175e-06 214.637 100 4.11916 817
0 35 0 0 0 0 0
0 36 33.8085 1.03214 4.69831 1.33719 330
0 37 0 0 0 0 0
0 38 0 0 0 0 0
0 39 59.8384 1.61736 8.6023 1.44668 408
0 40 0 0 0 0 0
0 41 34.8031 1.1355 6.72967 0.992068 281
0 42 61.4297 1.29919 8.81378 0.724648 388
0 43 0 0 0 0 0
0 44 49.4684 1.56343 8.93019 1.17218 433
0 45 62.7039 1.80217 8.45609 0.849666 350
0 46 63.1557 2.16785 14.3179 1.50847 629
0 47 26.6784 51.4348 25.907 0.704124 105
0 48 55.8542 2.48185 10.3455 1.22962 379
0 49 0 0 0 0 0
0 50 55.7533 1.82457 8.43709 0.752077 346
0 51 59.7315 0.674073 5.95103 1.24621 678
0 52 62.0956 0.940387 7.29504 0.920275 547
0 53 42.7394 1.22521 7.85379 1.44143 415
0 54 60.562 1.35272 8.55526 1.02989 397
0 55 59.3906 1.54032 11.3132 1.2064 543
0 56 58.2487 2.25991 13.3826 0.986501 442
0 57 60.799 1.16353 9.09442 0.969788 505
0 58 61.3573 1.35066 9.29984 0.943747 451
0 59 60.4183 0.781485 7.06213 0.956471 636
0 60 63.3924 2.44027 10.8662 1.09526 415
0 61 56.809 0.766778 7.66559 1.24404 893
0 62 55.272 0.732942 6.14918 1.29172 778
0 63 61.1164 2.04398 12.1708 1.13043 494
1 0 59.4525 0.711912 7.57324 0.950114 836
1 1 56.2052 0.675788 7.41083 1.11929 941
1 2 57.6084 0.625154 6.52885 1.29887 1007
1 3 0 0 0 0 0
1 4 65.9542 0.199041 0.501187 1.94437 846
1 5 52.4984 0.499421 5.40642 1.09717 933
1 6 57.8953 0.584981 7.15076 1.34055 1129
1 7 61.8802 0.735162 8.83596 1.59491 1305
1 8 56.3725 0.556426 5.85859 1.08779 895
