#mip results dif_1_1_2
#chip channel mpv empv widthmpv chi2ndf nentries
0 0 0 0 0 0 0
0 1 60.6484 1.44598 8.47262 1.074 406
0 2 63.8918 1.24824 7.93344 1.18782 389
0 3 66.699 2.53627 11.3649 0.83745 305
0 4 62.9674 2.079 9.19239 1.11524 347
0 5 64.2612 1.4403 7.57849 1.09437 359
0 6 63.674 1.32879 8.89071 0.680989 330
0 7 72.6749 3.14785 14.5147 0.672325 271
0 8 66.0064 1.87328 11.7785 0.99573 373
0 9 64.0517 3.05826 11.2599 0.637874 279
0 10 72.139 1.57854 7.69438 0.696668 283
0 11 64.1993 1.39267 9.10372 0.598326 402
0 12 69.402 2.51536 12.098 1.10476 330
0 13 63.6339 2.61112 12.9306 0.777805 295
0 14 65.015 0.841311 5.35704 0.776068 536
0 15 65.6283 1.03307 6.82024 0.591718 302
0 16 0 0 0 0 0
0 17 63.6693 0.838071 5.8745 1.24671 454
0 18 61.8634 0.985856 5.38937 0.740214 331
0 19 65.3718 4.75303 17.7408 0.713845 289
0 20 64.1809 1.67186 9.30117 0.845703 354
0 21 69.2098 2.74881 14.0011 0.581997 288
0 22 73.6818 3.54911 17.821 0.765419 291
0 23 64.6391 1.23802 7.43235 1.13761 401
0 24 66.0987 0.8692 6.12424 0.762927 400
0 25 60.0791 1.64614 8.23466 0.647086 284
0 26 62.1647 0.636584 5.34984 0.968441 575
0 27 62.558 1.35855 8.14896 0.76646 353
0 28 73.6428 2.7597 14.1934 0.785845 291
0 29 63.1116 0.743785 5.51376 1.257 503
0 30 63.5953 1.66014 9.54033 0.985715 337
0 31 59.7058 1.68214 8.49315 0.659191 300
0 32 69.9492 3.35753 14.0906 0.676596 293
0 33 62.6126 1.60828 8.46729 0.875493 323
0 34 61.6949 0.798791 6.4655 1.02044 552
0 35 60.5184 1.63687 8.42123 1.02333 320
0 36 61.171 0.999008 5.97846 1.03155 348
0 37 0 0 0 0 0
0 38 63.8262 1.66272 9.68671 0.815961 312
0 39 60.0262 1.52477 9.43521 1.09042 394
0 40 0 0 0 0 0
0 41 62.2625 0.97645 5.60887 0.981611 350
0 42 63.3396 1.26041 7.80269 0.779109 417
0 43 63.7269 0.935039 6.31237 0.860943 453
0 44 61.9764 1.40299 8.28387 0.641895 327
0 45 64.5532 1.28527 8.03994 1.03495 349
0 46 62.2431 0.806313 4.99232 0.920441 549
0 47 68.7776 1.39758 8.61251 0.752156 377
0 48 64.9127 2.54352 11.5907 1.03626 353
0 49 63.3311 1.08237 7.06028 0.760729 427
0 50 58.3545 0.820733 5.37237 0.855091 343
0 51 56.9253 0.657158 4.99707 0.64326 526
0 52 62.3422 0.83038 5.69409 1.07033 448
0 53 63.0928 1.66797 9.20005 0.855841 369
0 54 64.9084 1.39914 7.20815 0.670946 358
0 55 58.491 0.796587 4.72033 0.849583 473
0 56 61.5885 1.17278 8.66359 1.05271 423
0 57 60.9128 0.880352 6.6729 0.800844 464
0 58 64.0917 1.17427 7.00276 0.919572 392
0 59 60.0109 0.816262 4.97851 0.756489 537
0 60 68.6674 1.34071 8.18029 0.90136 376
0 61 58.6999 0.541517 5.14134 0.867259 743
0 62 40.3747 0.605038 6.40468 1.03782 912
0 63 60.5927 1.41389 9.71093 0.942984 435
1 0 70.946 0.584224 5.22331 1.20077 841
1 1 64.7964 0.606212 5.20737 0.891189 778
1 2 65.0611 0.665604 6.46906 1.08631 849
1 3 64.9321 0.534489 6.37319 0.831019 1078
1 4 64.8937 0.591079 4.89717 0.906645 726
1 5 64.3055 0.66426 6.34464 0.938615 776
1 6 63.0517 0.568794 6.09056 0.786603 959
1 7 63.6006 0.559437 5.61466 1.35052 1000
1 8 62.5548 0.721311 4.11224 1.08334 728
1 9 64.0416 0.527402 5.33878 1.36203 1034
1 10 65.2375 0.602626 5.46479 1.5584 1015
1 11 60.3276 0.652711 4.60817 0.779351 740
