#mip results PROTO15
#layer chip channel mpv empv widthmpv chi2ndf nentries
0 3 27 62.5497 1.87942 20.5266 0 1565
0 3 28 66.3348 1.53928 19.035 0 1413
0 3 29 68.6536 2.11311 22.035 0 1529
0 3 30 65.417 1.94684 21.8859 0 1569
0 3 31 75.0618 1.83181 20.3483 0 1552
0 3 32 67.1237 2.28191 21.525 0 1582
0 3 33 67.9178 1.46031 18.6541 0 1376
0 3 34 62.1528 1.66852 18.624 0 1549
0 3 35 70.6116 1.9904 21.8382 0 1577
0 3 36 66.1579 1.78143 20.465 0 1507
0 3 37 64.8373 1.7435 21.2674 0 1586
0 3 38 63.2576 1.66199 18.4183 0 1537
0 3 39 68.5394 1.9246 19.7792 0 1453
0 3 40 71.2897 1.88125 20.0245 0 1428
0 3 41 60.8397 1.58207 18.3699 0 1541
0 3 42 65.8835 2.01951 22.2585 0 1518
0 3 43 60.8783 1.46452 16.3647 0 1576
0 3 44 61.3311 1.64649 19.6586 0 1581
0 3 45 69.7711 1.63311 19.8633 0 1418
0 3 46 62.5008 1.72435 18.7236 0 1558
0 3 47 66.485 1.92682 22.4334 0 1805
0 3 48 69.285 2.11202 21.6139 0 1425
0 3 49 67.8812 1.54289 18.711 0 1506
0 3 50 68.3824 1.44398 19.3866 0 1400
0 3 51 68.0135 1.55052 17.7134 0 1433
0 3 52 61.7976 1.83209 20.022 0 1555
0 3 53 65.0134 1.49809 17.8273 0 1635
0 3 54 60.9697 1.60388 19.1516 0 1533
0 3 55 71.393 1.77907 19.8714 0 1375
0 3 56 63.2507 1.73204 19.3929 0 1571
0 3 57 65.6509 1.78674 22.1306 0 1594
0 3 58 63.7784 1.43312 18.5308 0 1465
0 3 59 71.1776 1.60765 18.4937 0 1363
0 3 60 63.8426 1.56708 19.8692 0 1562
0 3 61 51.1152 0.844828 11.2259 0 1186
0 3 62 54.8666 1.27692 16.2261 0 1480
0 3 63 60.7164 1.53629 18.4268 0 1539
0 4 0 44.6505 0.557196 7.19712 0 899
0 4 1 40.0907 0.65266 6.75763 0 683
0 4 2 40.8271 0.57161 6.21075 0 580
0 4 3 38.5293 0.533518 6.40622 0 815
0 4 4 64.9886 1.76299 19.974 0 1513
0 4 5 63.1986 1.7365 19.4416 0 1612
0 4 6 48.4161 0.662019 6.15793 0 448
0 4 7 38.4113 0.445242 5.35837 0 779
0 4 8 54.331 4.95273 20.7754 0 932
0 4 9 53.5017 1.02005 6.15921 0 1047
0 4 10 44.5381 0.638524 5.02859 0 296
0 4 11 67.6458 1.85511 20.9704 0 1497
0 4 12 42.5487 0.599238 8.34269 0 1235
0 4 13 62.7787 2.05051 19.2469 0 1582
0 4 14 68.9804 1.46115 18.151 0 1328
0 4 15 70.3027 2.02331 22.4902 0 1411
0 4 16 15 2.32697 100 0 403
0 4 17 76.2204 1.80007 20.0192 0 1447
0 4 18 71.5305 2.24593 22.1576 0 1422
0 4 19 61.391 1.47332 16.2434 0 1646
0 4 20 68.3858 1.92097 20.5463 0 1472
0 4 21 49.2213 0.737825 6.40641 0 552
0 4 22 39.2639 0.475101 5.55727 0 620
0 4 23 70.155 1.93378 19.43 0 1417
0 4 24 69.8869 1.48077 18.6798 0 1338
0 4 25 71.349 1.54656 19.6062 0 1489
0 4 26 68.9508 2.18687 21.7167 0 1591
0 4 27 73.7632 1.85274 22.0274 0 1389
0 4 28 70.5789 1.72556 17.5219 0 1403
0 4 29 71.6603 2.01114 22.136 0 1514
