#mip results dif_1_1_5
#chip channel mpv empv widthmpv chi2ndf nentries
0 0 64.879 0.160535 5.26135 1.24495 13030
0 1 65.8939 0.213242 5.93671 0.957339 7745
0 2 64.6608 0.226193 4.30815 1.21479 7922
0 3 64.2588 0.245011 4.85018 0.943099 7225
0 4 62.1421 0.240083 4.88429 1.13029 5112
0 5 0 0 0 0 0
0 6 64.8555 0.24831 5.0052 1.07959 6048
0 7 65.9118 0.369841 3.7916 1.45462 4229
0 8 65.024 0.226411 6.02311 1.21524 6428
0 9 65.1476 0.243437 5.16481 0.857664 6555
0 10 65.3189 0.259002 3.78602 1.03507 7807
0 11 65.24 0.231727 5.19486 1.22864 5523
0 12 64.7829 0.219658 5.02158 1.50785 6639
0 13 65.9213 0.344235 6.32101 0.944557 5663
0 14 65.0997 0.164334 5.7768 1.18636 11436
0 15 62.8458 0.241383 5.34431 1.29361 4897
0 16 0 0 0 0 0
0 17 63.1777 0.223574 4.58782 1.25116 6753
0 18 66.6467 0.453924 5.07658 5.07519 7542
0 19 65.8174 0.661363 4.15896 1.7568 3668
0 20 67.1755 0.2799 5.35772 1.40028 5895
0 21 65.8809 0.213334 5.23294 1.03372 6708
0 22 66.6842 0.25354 4.96976 1.19381 6633
0 23 65.9399 0.241776 5.97763 0.979633 5737
0 24 66.3195 0.209679 5.21181 1.08207 7461
0 25 66.0235 0.435053 3.84591 0.940197 3390
0 26 66.4437 0.169179 5.53317 1.52202 10817
0 27 67.2226 0.950313 0.979319 25.2192 6559
0 28 67.166 0.722693 6.22405 8.99428 5749
0 29 66.2599 0.239802 5.34513 1.68459 8155
0 30 66.7824 0.31818 4.01742 0.981058 6243
0 31 66.3922 1.67537 1.11111 23.8836 4156
0 32 64.1791 0.259112 5.32634 1.51834 5367
0 33 62.3029 0.24424 4.6866 1.13757 5599
0 34 66.2333 0.166506 5.18074 1.01196 11245
0 35 64.9834 1.29762 3.69139 16.5695 3899
0 36 66.2782 0.349564 6.31991 1.48165 7171
0 37 0 0 0 0 0
0 38 65.4801 0.424979 3.91367 1.25921 4648
0 39 62.5078 0.170653 5.19169 1.40226 9585
0 40 0 0 0 0 0
0 41 63.1592 0.262352 5.25953 0.96483 4716
0 42 63.2744 0.234207 5.59815 1.03751 5508
0 43 66.3076 0.21648 5.28607 1.2522 8248
0 44 61.8846 0.226145 4.88016 1.44784 4851
0 45 66.0235 0.286968 4.66859 1.72077 6279
0 46 65.2621 0.156125 5.02616 1.15045 12574
0 47 60.6571 0.231011 5.21725 1.27697 5053
0 48 65.5353 0.289405 5.30369 1.53473 6897
0 49 65.8742 0.231752 5.12552 1.17555 6708
0 50 64.925 0.248313 4.80808 1.48941 6141
0 51 65.8767 0.166897 5.36734 1.49032 11850
0 52 65.0528 0.221578 5.12258 0.979882 7354
0 53 64.1891 0.189175 5.69569 1.25573 8447
0 54 65.2353 0.249425 4.12159 0.988297 7492
0 55 61.862 0.188853 5.08553 1.22589 7592
0 56 65.3382 0.177109 4.82534 1.2467 10102
0 57 61.0037 0.159746 5.34901 1.19113 10516
0 58 65.4285 0.227162 5.47404 1.33497 7039
0 59 64.7258 0.171343 7.31684 2.4409 11398
0 60 60.5036 0.173738 4.84875 1.28419 9011
0 61 61.3773 0.133078 4.77443 1.47189 15263
0 62 64.8187 0.160754 5.56082 1.15976 12257
0 63 64.7575 0.221502 5.26825 1.12619 8062
1 0 67.5931 0.150065 6.1305 1.18034 14411
1 1 63.7948 0.141865 5.79684 1.25824 13509
1 2 63.0549 0.146565 6.0857 1.4044 13386
1 3 64.2635 0.20536 6.16796 0.795011 7549
1 4 63.9556 0.219684 5.92446 1.16363 6766
1 5 66.6964 0.206956 7.91889 1.8648 8215
1 6 66.4049 0.161376 6.16019 1.29927 11996
1 7 62.2591 0.146486 5.80423 0.927661 13309
1 8 66.4557 0.201244 6.26433 0.969247 8360
1 9 63.7512 0.146497 5.60527 1.14439 12776
1 10 65.7891 0.150126 6.11599 0.703242 15123
1 11 66.5146 0.204965 6.29499 0.88599 7864
1 12 63.7069 0.204537 7.48744 1.57784 7467
1 13 64.0836 0.188489 7.48815 1.98006 8984
1 14 67.1595 0.176534 6.22979 0.825241 10423
1 15 66.4325 0.224235 5.92066 1.03698 6787
1 16 65.643 0.123961 5.98098 0.729177 19607
1 17 62.6243 0.191552 5.72194 1.13757 7664
1 18 63.3315 0.217726 6.21023 1.14384 6591
1 19 62.5318 0.160538 6.20727 0.979532 12122
1 20 65.1949 0.224088 6.41874 1.24848 7041
1 21 66.3361 0.161467 6.00926 0.843124 12364
1 22 66.2758 0.182343 6.05707 1.11984 10167
1 23 62.302 0.197263 6.18218 0.953313 7928
1 24 63.5226 0.188739 6.23856 1.02805 8327
1 25 62.7978 0.145099 6.02681 1.30955 13771
1 26 65.8277 0.194403 6.50255 1.1427 9025
1 27 63.8083 0.208005 5.90419 0.951951 7113
1 28 65.2876 0.187592 6.09406 1.18546 9268
1 29 66.6512 0.188962 6.14378 1.21099 8216
1 30 67.1192 0.216559 6.63844 1.21111 7081
1 31 65.838 0.161217 5.93699 0.850908 12730
1 32 65.4407 0.194781 6.22173 1.26955 8768
1 33 58.0724 0.191861 5.84737 0.901479 6630
1 34 66.545 0.180138 6.26382 1.05395 9847
1 35 65.4998 0.145372 6.16432 0.818917 15223
1 36 65.4842 0.239381 6.87397 0.859003 6393
1 37 0 0 0 0 0
1 38 66.2281 0.135568 5.94509 0.819919 18056
1 39 64.2425 0.175292 6.06831 0.899419 10112
1 40 66.6318 0.226185 6.90461 0.97656 6596
1 41 0 0 0 0 0
1 42 0 0 0 0 0
1 43 0 0 0 0 0
1 44 0 0 0 0 0
1 45 0 0 0 0 0
1 46 0 0 0 0 0
1 47 0 0 0 0 0
1 48 0 0 0 0 0
1 49 0 0 0 0 0
1 50 0 0 0 0 0
1 51 0 0 0 0 0
1 52 0 0 0 0 0
1 53 0 0 0 0 0
