#mip results dif_1_1_3
#chip channel mpv empv widthmpv chi2ndf nentries
0 0 65.054 0.16129 5.06452 1.12369 9988
0 1 60.082 0.207327 4.53014 1.16982 5930
0 2 60.0809 0.225179 4.72366 1.42047 5021
0 3 60.2798 0.2073 4.7372 0.961398 5288
0 4 60.607 0.235063 5.25007 1.262 4317
0 5 0 0 0 0 0
0 6 59.9974 0.221534 4.61186 0.948593 4461
0 7 64.8212 0.326957 5.50196 1.46166 2726
0 8 60.4333 0.198686 4.99791 0.742763 5738
0 9 59.9712 0.220817 4.68835 1.17308 4919
0 10 64.1742 0.225686 5.28039 1.25047 4726
0 11 60.2501 0.218084 5.1556 1.11263 4948
0 12 64.4591 0.2121 5.33114 0.724841 5909
0 13 59.5577 0.248788 4.39046 1.02464 4121
0 14 60.9155 0.141737 4.97138 1.27006 10568
0 15 59.5498 0.231221 4.57352 0.696222 4369
0 16 64.798 0.341355 4.83957 1.21901 2715
0 17 60.361 0.205484 5.21469 1.17241 5611
0 18 60.1505 0.225311 4.21978 1.04517 4914
0 19 0 0 0 0 0
0 20 59.2708 0.239743 5.26628 1.12885 4330
0 21 59.01 0.209012 4.96943 1.04156 5225
0 22 64.7507 0.223956 5.53806 0.877597 5215
0 23 60.3142 0.214635 4.83513 1.17666 4769
0 24 62.1423 0.191482 5.27204 1.13916 6408
0 25 57.9863 0.341163 4.07475 1.28731 2263
0 26 61.1021 0.158432 4.56097 1.13134 9216
0 27 60.8271 0.259749 4.49724 0.925931 3689
0 28 60.2296 0.273409 6.81712 1.52691 3491
0 29 60.0271 0.204986 4.99671 0.798872 5401
0 30 60.3188 0.253371 4.45681 0.982076 4213
0 31 64.8333 0.340766 4.85438 1.45709 2529
0 32 60.5801 0.229316 5.15741 0.960027 4372
0 33 60.0223 0.221007 5.08769 1.40399 4564
0 34 59.423 0.155519 4.79515 1.27694 9490
0 35 59.2965 0.326535 4.76637 0.803028 2308
0 36 60.4198 0.216464 4.72837 0.907004 4956
0 37 0 0 0 0 0
0 38 58.134 0.290348 4.46975 2.04875 2984
0 39 59.6138 0.157004 4.77325 0.765924 9133
0 40 0 0 0 0 0
0 41 60.5031 0.242297 6.50373 2.03352 4034
0 42 60.463 0.225035 5.01772 1.09625 4872
0 43 60.2461 0.179811 4.60417 1.33216 7246
0 44 59.7686 0.224123 5.33999 1.10785 4631
0 45 61.0201 0.243651 4.37274 1.31465 4337
0 46 61.0235 0.141342 5.13264 1.21304 11448
0 47 65.8345 0.236773 4.93401 0.928904 4813
0 48 60.8413 0.220645 4.46866 1.41769 4905
0 49 60.9406 0.199868 5.31024 0.992907 5940
0 50 59.6303 0.224034 4.67385 1.61309 4650
0 51 57.3301 0.136591 4.33317 1.3253 10827
0 52 60.042 0.184499 4.9566 0.938754 6535
0 53 60.1058 0.167954 4.76964 1.31195 7934
0 54 61.2345 0.211095 4.85688 1.16033 5440
0 55 58.7205 0.171515 4.87949 1.61993 6898
0 56 58.9342 0.154393 6.27022 2.99662 8997
0 57 58.4691 0.148758 4.85101 1.03238 9969
0 58 60.3024 0.20124 5.17683 0.915134 5936
0 59 59.3681 0.14943 4.64212 1.24505 10310
0 60 64.8618 0.173469 5.40638 0.912258 8457
0 61 59.1173 0.128912 4.5202 1.34014 13692
0 62 50.6986 0.140062 4.10253 1.44003 10072
0 63 60.3272 0.196761 4.83469 1.04864 6341
1 0 64.797 0.154948 5.25304 1.12915 11575
1 1 60.0195 0.152155 4.68442 1.10023 11064
1 2 59.6003 0.141706 4.93831 1.03218 11693
1 3 60.7936 0.200759 5.09572 1.6799 6023
1 4 60.2616 0.212569 5.36055 0.96493 5460
1 5 60.3087 0.202361 5.03395 1.17051 6543
1 6 58.6016 0.163826 5.1282 1.13726 9916
1 7 59.2118 0.158676 4.51808 0.902879 10180
1 8 58.8112 0.194679 4.93403 0.921211 6741
1 9 58.8911 0.150626 5.13219 1.04376 10652
1 10 59.6967 0.144649 4.87548 1.46202 12006
1 11 58.6664 0.19845 5.23305 0.802638 6341
1 12 60.455 0.208632 5.02991 1.09457 6104
1 13 59.9214 0.176985 5.18833 1.2597 7296
1 14 0 0 0 0 0
1 15 64.3671 0.240787 5.0358 1.24635 5479
1 16 57.3025 0.13445 4.91373 0.813271 13496
1 17 58.8302 0.203064 5.01207 1.09997 6244
1 18 59.1349 0.222378 5.38024 0.918636 5365
1 19 57.7762 0.155652 4.71666 1.06169 9763
1 20 59.2218 0.214465 5.5169 0.716259 5769
1 21 57.3643 0.151124 4.7098 0.979491 10475
1 22 58.2974 0.182726 4.79246 1.10049 7743
1 23 57.8901 0.196247 5.03768 0.908994 6686
1 24 57.2828 0.194584 5.31108 0.857919 6614
1 25 57.8781 0.15713 4.62741 1.00355 11237
1 26 56.412 0.192799 4.30057 0.70341 6585
1 27 58.5316 0.202872 5.12492 1.27218 6009
1 28 58.2973 0.184648 5.619 0.925747 7800
1 29 57.6157 0.199369 5.12343 1.19935 6576
1 30 57.8046 0.220792 5.26831 0.915225 5894
1 31 57.6833 0.153001 4.90385 1.0569 10048
1 32 57.4601 0.197986 5.13415 0.781391 7351
1 33 0 0 0 0 0
1 34 57.4489 0.18781 5.22069 0.922885 7159
